RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T8EN8UX5014,-1140333297,1,0,1410,0,123456,2019-10-02T01:50:32.777,7
T8EN9526014,1175424622,11,0,1035,6154732,251782689291,2019-10-02T01:50:33.370,6
T8EN940N014,-922756733,11,0,251,6154732,251782689291,2019-10-02T01:50:33.933,4
T8EN993C014,1124953993,1,0,780,6154732,251782689291,2019-10-02T01:50:33.950,11
T8EN96YZ014,102951304,11,0,191,6154732,251782689291,2019-10-02T01:50:33.933,4
T8EN9PDZ014,-1103244413,1,1,121,45203,28306955,2019-10-02T02:05:31.473,572
T8ENA8PB014,-1,8,0,92,893803,3257319537,2019-10-02T01:50:37.217,7
T8ENBXR0014,1668687991,11,0,513,6154732,251782689291,2019-10-02T01:50:36.120,3
T8ENC0J3014,2125819839,11,0,185,6154732,251782689291,2019-10-02T01:50:37.230,2
T8ENDCJ0014,-1549517509,5,0,935,681093,1269791,2019-10-02T02:12:11.713,613
T8ENEVBD014,-1595476851,8,0,4010,0,123456,2019-10-02T01:50:39.323,2
T8ENE12E014,1842272672,1,2,1416,3820422,85971353635,2019-10-02T02:12:11.730,795
T8ENF2R3014,910871635,11,0,1143,6154732,251782689291,2019-10-02T01:50:39.340,4
T8ENG84E014,104533890,1,0,10087,62073,251782689291,2019-10-02T03:48:33.090,531
T8ENH4WC014,-770546242,1,2,2532,3820422,85971353635,2019-10-02T01:50:45.187,85
T8ENHVRD014,1191100107,11,0,718,6154732,251782689291,2019-10-02T01:50:41.950,3
T8ENJJB0014,2131462482,8,0,4356,779763,270748224244,2019-10-02T01:50:45.733,8
T8ENK0AF014,-402929766,1,0,18,6154732,251782689291,2019-10-02T01:50:46.313,4
T8ENMP7U014,30794624,8,0,10073,62073,251782689291,2019-10-02T01:56:21.207,18
T8ENMFDF014,518246819,11,0,110,6154732,251782689291,2019-10-02T01:50:47.373,8
T8ENM3RU014,-1376079722,11,0,429,6154732,251782689291,2019-10-02T01:50:45.157,30
T8ENS1XW014,2084417670,8,0,369,0,123456,2019-10-02T01:50:51.643,12
T8ENTBES014,530962838,11,0,459,62063,251782689291,2019-10-02T02:31:30.733,15
T8ENVJE4014,-482849151,11,1,1194,3820422,85971353635,2019-10-02T01:50:59.003,157
T8ENVXMB014,37587726,1,2,828,3820422,85971353635,2019-10-02T04:37:08.047,728
T8ENV8M3014,-1376079722,11,0,426,6154732,251782689291,2019-10-02T01:50:58.987,32
T8ENY2ZE014,-335996539,11,0,447,6154732,251782689291,2019-10-02T01:50:55.300,7
T8EP2K4N014,519956371,11,0,540,6154732,251782689291,2019-10-02T01:50:59.563,5
T8EP5D5S014,845875815,1,0,194,6154732,251782689291,2019-10-02T01:51:02.220,9
T8EP5K28014,-1577758651,8,0,45,0,123456,2019-10-02T01:51:02.207,1
T8EP6CYR014,-770546242,2,2,578,93593,12472129,2019-10-02T01:51:02.643,2
T8EP6VVK014,-1794130293,1,1,465,3820442,28272785,2019-10-02T01:51:09.847,58
T8EP6NVK014,-770546242,1,2,578,3820422,85971353635,2019-10-02T01:51:09.910,84
T8EP65TV014,1512816009,1,0,9496,6154732,251782689291,2019-10-02T02:08:17.053,789
T8EP7683014,-690783739,8,0,1680,0,123456,2019-10-02T01:51:03.783,7
T8EP7HVG014,63793619,8,0,1758,779763,270748224244,2019-10-02T01:51:06.987,9
T8EP8AZ2014,-1323626116,1,1,123,3820502,178728640,2019-10-02T02:19:23.270,210
T8EP9Z2E014,-2054031413,11,1,354,3820422,85971353635,2019-10-02T01:51:09.860,78
T8EPATP7014,-142461310,11,1,89,3820422,85971353635,2019-10-02T01:51:09.910,72
T8EPB8KW014,1663314565,1,2,577,3820422,85971353635,2019-10-02T02:10:03.127,244
T8EPNJCE014,-172023350,11,0,728,6154732,251782689291,2019-10-02T01:51:20.127,20
T8EPNXB4014,1927784304,8,0,42,0,123456,2019-10-02T01:51:18.050,5
T8EPRFPM014,-650460866,1,2,954,3820422,85971353635,2019-10-02T02:04:25.703,422
T8EPT83B014,404920969,11,0,367,6154732,251782689291,2019-10-02T01:51:24.190,3
T8EPVC8S014,-770546242,2,2,387,93593,12472129,2019-10-02T01:51:23.893,2
T8EPV30B014,1147112206,11,1,86,3820422,85971353635,2019-10-02T01:51:36.503,46
T8EPV95X014,-770546242,1,2,387,3820422,85971353635,2019-10-02T01:51:36.520,66
T8EPWUKH014,-1913420663,1,0,15,6154732,251782689291,2019-10-02T01:51:25.270,11
T8EPW35N014,-402929766,1,0,19,6154732,251782689291,2019-10-02T01:51:27.410,7
T8EPYJ4F014,263799242,11,0,401,6154732,251782689291,2019-10-02T01:51:26.860,3
T8ER1CPE014,64626565,11,0,263,6154732,251782689291,2019-10-02T01:51:30.033,2
T8ER2642014,263799242,11,0,401,6154732,251782689291,2019-10-02T01:51:33.800,9
T8ER28PG014,1283287047,11,0,318,6154732,251782689291,2019-10-02T01:51:31.127,2
T8ER29RN014,-1140333297,1,0,1410,1335343,180315393294,2019-10-02T01:51:31.143,7
T8ER333A014,-922756733,8,0,251,6154732,251782689291,2019-10-02T01:51:32.190,57
T8ER45JF014,-141843821,11,1,1399,3820422,85971353635,2019-10-02T02:15:37.717,350
T8ER4Y6J014,-872588928,8,0,321,62073,251782689291,2019-10-02T02:08:51.453,3
T8ER6XM1014,-393561051,11,0,431,62063,251782689291,2019-10-02T04:17:53.607,20
T8ER7VH9014,404920969,11,0,367,6154732,251782689291,2019-10-02T01:51:35.927,4
T8ER9UAD014,230444420,11,1,344,3820422,85971353635,2019-10-02T01:51:53.030,70
T8ERA254014,-1,8,0,888,779763,270748224244,2019-10-02T01:51:41.913,9
T8ERAY9M014,-96916302,11,0,595,6154732,251782689291,2019-10-02T01:51:39.210,2
T8ERANDJ014,2004819077,11,0,345,6154732,251782689291,2019-10-02T01:51:39.223,2
T8ERBSMD014,304944174,1,0,2592,6154732,251782689291,2019-10-02T01:51:39.770,15
T8ERBA3H014,41096897,11,0,687,6154732,251782689291,2019-10-02T01:51:40.303,2
T8ERCY1X014,279104961,11,1,16,3820422,85971353635,2019-10-02T01:51:40.833,17
T8ERCG7N014,628905837,11,0,2892,6154732,251782689291,2019-10-02T01:51:41.363,4
T8ERDP2D014,-1994249840,1,0,29,6154732,251782689291,2019-10-02T01:51:41.930,14
T8ERDEH7014,236481209,11,0,1461,6154732,251782689291,2019-10-02T01:51:42.473,49
T8ERFSFF014,-1260022406,8,0,17675,62073,251782689291,2019-10-02T01:51:44.570,9
T8ERJE8W014,33214145,8,0,1000,779763,270748224244,2019-10-02T01:51:49.793,11
T8ERMUPM014,-697744273,8,0,432,0,123456,2019-10-02T01:51:48.713,2
T8ERN0R3014,2107305080,11,0,254,6154732,251782689291,2019-10-02T01:51:49.827,3
T8ERNPEU014,-833420874,1,0,463,6154732,251782689291,2019-10-02T01:51:53.623,6
T8ERN1KZ014,368769714,1,0,28,6154732,251782689291,2019-10-02T01:51:49.810,13
T8ERPGCR014,-1029059060,11,1,359,3820422,85971353635,2019-10-02T01:51:53.043,57
T8ERR1XS014,-2011939737,11,0,2751,6154732,251782689291,2019-10-02T01:51:54.747,6
T8ERS6F1014,-335996539,11,0,485,6154732,251782689291,2019-10-02T01:51:52.433,7
T8ERSK85014,57099375,1,2,923,3820422,85971353635,2019-10-02T02:21:21.427,239
T8ERT3MG014,1927784304,1,0,22,0,123456,2019-10-02T01:51:53.640,7
T8ERT7DC014,2130789544,8,0,11010,62073,251782689291,2019-10-02T01:52:10.530,288
T8ERTM21014,-1,8,0,2602,779763,270748224244,2019-10-02T01:51:56.967,9
T8ERTNKY014,1215459238,11,1,1560,3820422,85971353635,2019-10-02T01:52:10.513,42
T8ERUK07014,1096018772,8,0,1006,0,123456,2019-10-02T01:51:54.763,3
T8ERUT3S014,-511181889,11,1,507,3820422,85971353635,2019-10-02T02:29:31.140,633
T8ERV72E004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:52:17.687,119
T8ERV9JT014,663753674,11,0,243,6154732,251782689291,2019-10-02T01:51:55.873,6
T8ERV9JC014,-2137537919,1,1,31,4330572,239090691,2019-10-02T01:51:56.437,13
T8ERWT6C014,2084417670,8,0,374,0,123456,2019-10-02T01:51:59.247,13
T8ERWPSK014,263799242,8,0,401,6154732,251782689291,2019-10-02T01:51:59.247,39
T8ERWFCP014,-402929766,1,0,19,6154732,251782689291,2019-10-02T01:51:59.233,6
T8ERWWXK004,890834562,1,2,776,3820422,85971353635,2019-10-02T03:33:36.167,111
T8ERX6JA004,890834562,8,0,776,93623,561692980667,2019-10-02T03:33:56.480,205
T8ERXG5S014,1705504623,11,1,43,3820422,85971353635,2019-10-02T01:51:58.077,20
T8ERX3XS014,1319554459,11,0,477,6154732,251782689291,2019-10-02T01:51:58.077,7
T8ERXVAU014,206572694,1,0,40,6154732,251782689291,2019-10-02T01:52:00.950,6
T8ERX43Z004,907611778,8,0,1291,93623,561692980667,2019-10-02T01:52:17.703,144
T8ERY99S014,2004819077,11,0,373,6154732,251782689291,2019-10-02T01:51:58.640,7
T8ERYJW4014,64626565,11,0,263,6154732,251782689291,2019-10-02T01:52:02.013,9
T8ERZ1BA014,700070806,8,0,674,0,123456,2019-10-02T01:52:00.373,4
T8ES0VZA014,1383339141,11,0,579,6154732,251782689291,2019-10-02T01:52:00.373,15
T8ES0ZJJ014,-544575037,11,0,291,62063,251782689291,2019-10-02T02:13:07.433,16
T8ES060G004,890834562,11,1,95,3820422,85971353635,2019-10-02T03:34:49.753,91
T8ES1DG0004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:52:17.703,117
T8ES307P014,-2069193781,11,0,321,6154732,251782689291,2019-10-02T01:52:03.623,80
T8ES4DU8004,907611778,8,0,1291,93623,561692980667,2019-10-02T01:52:20.453,172
T8ES75UK014,2130789544,8,0,10548,62073,251782689291,2019-10-02T01:52:10.543,303
T8ES79TU004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:52:20.470,139
T8ES8F8W014,406888582,11,1,676,3820422,85971353635,2019-10-02T01:52:08.293,29
T8ES8N5P014,-1725110381,11,0,189,62063,251782689291,2019-10-02T05:21:24.493,10
T8ES9W8M014,1273302405,2,1,344,93593,12472129,2019-10-02T01:52:10.200,4
T8ES92ZR014,-1959014701,11,0,440,6154732,251782689291,2019-10-02T01:52:10.497,4
T8ES98SX014,1273302405,11,1,344,3820422,85971353635,2019-10-02T01:52:10.530,61
T8ESBHB8014,43131090,11,1,688,3820422,85971353635,2019-10-02T01:52:14.280,6
T8ESENCE014,519956371,11,0,606,6154732,251782689291,2019-10-02T01:52:14.873,6
T8ESEGZ5014,1196512933,11,0,376,6154732,251782689291,2019-10-02T01:52:17.670,4
T8ESHPPU014,-917303931,11,0,247,6154732,251782689291,2019-10-02T01:52:17.670,4
T8ESHCPU004,907611778,1,2,1291,3820422,85971353635,2019-10-02T01:52:20.437,150
T8ESHB0U014,-1763940987,1,0,791,6154732,251782689291,2019-10-02T01:52:18.280,8
T8ESK5KM014,582734282,2,1,12,93593,12472129,2019-10-02T01:52:19.170,1
T8ESKSA0014,582734282,1,1,12,3820502,178728640,2019-10-02T01:52:20.437,65
T8ESMDVF014,102951304,11,0,479,6154732,251782689291,2019-10-02T01:52:21.017,2
T8ESN6HP004,907611778,11,1,430,3820422,85971353635,2019-10-02T01:52:24.780,140
T8ESPYVC004,907611778,8,0,918,6154732,251782689291,2019-10-02T01:52:24.797,349
T8ESP88M004,907611778,1,2,918,3820422,85971353635,2019-10-02T01:52:24.813,151
T8ESPB71014,1633018222,8,0,797,0,123456,2019-10-02T01:52:23.140,1
T8ESPWJ2004,907611778,8,0,918,93623,561692980667,2019-10-02T01:52:24.827,234
T8ESPECY014,2119585234,8,0,1075,1536283,23135365657,2019-10-02T01:52:23.140,7
T8ESR27E004,907611778,8,0,1326,6154732,251782689291,2019-10-02T01:52:24.827,318
T8ESR0WG014,-847096456,8,0,560,0,123456,2019-10-02T01:52:24.203,1
T8ESR9AU004,907611778,1,2,1326,3820422,85971353635,2019-10-02T01:54:06.070,153
T8ESSMPD004,907611778,8,0,1326,93623,561692980667,2019-10-02T01:54:06.167,197
T8EST6FH014,-402929766,1,0,19,6154732,251782689291,2019-10-02T01:52:28.530,5
T8ESUNBP014,-2074335720,11,1,1870,3820422,85971353635,2019-10-02T01:52:26.420,61
T8ESU8TY004,907611778,11,1,305,3820422,85971353635,2019-10-02T01:54:10.760,229
T8ESVPCZ004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:54:10.820,137
T8ESW22Z014,-85168226,1,0,6928,6154732,251782689291,2019-10-02T01:52:28.547,42
T8ESWXZJ014,-203072091,8,0,524,0,123456,2019-10-02T01:52:28.530,2
T8ESYWFW004,907611778,1,2,1326,3820422,85971353635,2019-10-02T01:54:28.980,249
T8ESYX7S014,2041650582,11,0,327,6154732,251782689291,2019-10-02T01:52:33.797,14
T8ESYUKW004,907611778,8,0,1326,93623,561692980667,2019-10-02T01:54:29.370,189
T8ESZUG8014,10273152,1,2,1895,3820422,85971353635,2019-10-02T02:11:27.300,387
T8ET0GFS014,-203072091,8,0,524,0,123456,2019-10-02T01:52:32.750,2
T8ET0MVA004,1696075394,8,0,658,6154732,251782689291,2019-10-02T01:52:35.890,63
T8ET22DN014,-440238737,1,2,904,3820422,85971353635,2019-10-02T02:03:28.997,341
T8ET2XU3014,64626565,11,0,396,6154732,251782689291,2019-10-02T01:52:35.343,3
T8ET371X014,10273152,1,2,1901,3820422,85971353635,2019-10-02T02:15:15.697,217
T8ET4FUV014,-595251766,11,0,863,6154732,251782689291,2019-10-02T01:52:36.970,3
T8ET4BCB014,-2112843829,8,0,223,1335343,180315393294,2019-10-02T01:52:36.953,3
T8ET5HW4014,-489647272,1,0,2296,6154732,251782689291,2019-10-02T01:52:37.500,18
T8ET5AFV014,-728014714,11,0,1225,6154732,251782689291,2019-10-02T01:52:38.047,2
T8ET5T8M014,1001079495,1,2,715,3820422,85971353635,2019-10-02T02:12:26.340,820
T8ET6VTE014,-1631231080,11,0,598,6154732,251782689291,2019-10-02T01:52:38.580,9
T8ET6HER014,563846786,1,0,18,0,123456,2019-10-02T01:52:39.127,9
T8ET7H4P004,1696075394,8,0,658,6154732,251782689291,2019-10-02T01:52:45.440,73
T8ET7NB5004,1696075394,1,2,658,3820422,85971353635,2019-10-02T01:52:45.440,135
T8ET7PXW004,1696075394,8,0,658,93623,561692980667,2019-10-02T01:52:45.453,68
T8ET90ZB014,118749244,8,0,37,0,123456,2019-10-02T01:52:41.737,2
T8ETBXFX004,1696075394,11,1,219,3820422,85971353635,2019-10-02T01:52:45.470,120
T8ETBTYV004,907611778,1,2,1296,3820422,85971353635,2019-10-02T01:54:28.777,247
T8ETBFDF014,1297104048,11,0,305,6154732,251782689291,2019-10-02T01:52:44.330,2
T8ETDAMU014,-1168696950,11,0,1172,6154732,251782689291,2019-10-02T01:52:45.423,28
T8ETDXKB004,1696075394,1,2,658,3820422,85971353635,2019-10-02T01:53:03.457,122
T8ETE79H004,1696075394,8,0,658,93623,561692980667,2019-10-02T01:53:03.470,107
T8ETG7AW014,801755555,11,0,111,6154732,251782689291,2019-10-02T01:52:51.313,8
T8ETHKWV004,1696075394,11,1,219,3820422,85971353635,2019-10-02T01:53:33.037,118
T8ETKNK7014,-402929766,1,0,18,6154732,251782689291,2019-10-02T01:52:54.220,5
T8ETK5SA014,67359888,1,1,685,45203,28306955,2019-10-02T01:52:51.910,7
T8ETKZFW014,2004819077,11,0,354,6154732,251782689291,2019-10-02T01:52:51.910,3
T8ETMXMG014,196056123,1,0,604,6154732,251782689291,2019-10-02T01:52:52.487,48
T8ETMJG2014,1221133189,8,0,3156,779763,270748224244,2019-10-02T01:52:55.347,12
T8ETMWSE014,971796485,1,0,587,0,123456,2019-10-02T01:52:53.097,7
T8ETMB8G014,-489647272,1,0,3302,6154732,251782689291,2019-10-02T01:53:03.423,71
T8ETMR1Z014,-1376079722,11,0,411,6154732,251782689291,2019-10-02T01:52:53.080,34
T8ETMHSU014,1440537298,1,2,224,3820422,85971353635,2019-10-02T01:53:03.440,51
T8ETN8AC014,-1,8,0,2131,779763,270748224244,2019-10-02T01:52:56.423,10
T8ETPF9W004,907611778,11,1,436,3820422,85971353635,2019-10-02T01:54:10.900,137
T8ETPJ11014,1633018222,8,0,797,1335343,180315393294,2019-10-02T01:52:54.800,7
T8ETP68W014,334901799,8,0,857,6394482,43195705797,2019-10-02T01:52:54.783,16
T8ETSUWK014,1109832867,8,0,2603,0,123456,2019-10-02T01:52:56.423,2
T8ETS8M2014,971796485,1,0,714,0,123456,2019-10-02T01:53:03.457,56
T8ETT5B4004,907611778,8,0,1296,6154732,251782689291,2019-10-02T01:54:10.963,299
T8ETTCB1004,907611778,1,2,1296,3820422,85971353635,2019-10-02T01:54:29.213,254
T8ETTAFS014,-203072091,11,0,524,6154732,251782689291,2019-10-02T01:52:58.003,2
T8ETTY5G014,67359888,8,0,593,6394482,43195705797,2019-10-02T01:53:33.067,170
T8ETU2AN014,1383339141,11,0,580,6154732,251782689291,2019-10-02T01:52:58.597,6
T8ETU1FG014,-697971012,1,0,21,0,123456,2019-10-02T01:52:58.580,7
T8ETUDW0014,1560271235,8,0,1703,0,123456,2019-10-02T01:52:58.597,2
T8ETU6P3004,1696075394,8,0,658,93623,561692980667,2019-10-02T01:53:33.050,140
T8ETUN62014,2125819839,11,0,185,6154732,251782689291,2019-10-02T01:52:59.143,2
T8ETVHZS014,929494208,8,0,1406,1335343,180315393294,2019-10-02T01:52:59.160,11
T8ETVY9D014,-1851713313,1,0,93,6154732,251782689291,2019-10-02T01:52:59.707,11
T8ETV6Y2014,1001079495,1,2,537,3820422,85971353635,2019-10-02T02:14:08.380,1012
T8ETW4M2014,-482849151,11,1,1161,3820422,85971353635,2019-10-02T01:53:13.627,121
T8ETXF1D004,907611778,11,1,432,3820422,85971353635,2019-10-02T01:54:29.557,219
T8ETYSVC004,1696075394,11,1,219,3820422,85971353635,2019-10-02T01:54:00.993,126
T8ETYP5E014,57099375,1,2,1153,3820422,85971353635,2019-10-02T02:25:24.577,349
T8ETZJYG014,1001079495,1,2,563,3820422,85971353635,2019-10-02T02:17:28.707,956
T8ETZT77004,907611778,8,0,1326,6154732,251782689291,2019-10-02T01:54:44.450,267
T8ETZD90014,-973385083,11,1,1938,3820422,85971353635,2019-10-02T01:53:04.003,49
T8ETZJYE004,907611778,1,2,1326,3820422,85971353635,2019-10-02T01:54:44.463,244
T8EU0ZKP014,67359888,1,3,35,90453,21405353156,2019-10-02T01:54:05.963,423
T8EU0D6S004,907611778,8,0,1326,93623,561692980667,2019-10-02T01:54:44.497,188
T8EU07TB014,63793619,8,0,1758,779763,270748224244,2019-10-02T01:53:07.673,7
T8EU03DM014,-678596157,11,0,427,62063,251782689291,2019-10-02T02:20:59.407,29
T8EU2GP9004,-317190526,8,0,1076,6154732,251782689291,2019-10-02T01:53:13.597,58
T8EU2W4A004,-317190526,1,2,1076,3820422,85971353635,2019-10-02T01:53:13.597,126
T8EU2Z2T014,37780400,1,0,87,0,123456,2019-10-02T01:53:07.127,3
T8EU425X014,553159438,1,2,240,3820422,85971353635,2019-10-02T02:11:27.313,228
T8EU5JSC014,204107291,1,0,592,6154732,251782689291,2019-10-02T01:53:09.877,9
T8EU5YU5014,-1501103413,11,0,612,6154732,251782689291,2019-10-02T01:53:09.863,6
T8EU7C34014,-489647272,1,0,2406,6154732,251782689291,2019-10-02T01:53:13.613,73
T8EU7W4K014,-172023350,11,0,728,6154732,251782689291,2019-10-02T01:53:14.737,22
T8EU984F014,-335996539,11,0,443,6154732,251782689291,2019-10-02T01:53:13.580,8
T8EUAB5Y014,1707110851,11,0,301,6154732,251782689291,2019-10-02T01:53:14.173,12
T8EUA9FP014,118749244,1,0,19,0,123456,2019-10-02T01:53:15.283,3
T8EUAV7G004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:54:44.510,222
T8EUB0B5014,2004819077,11,0,350,6154732,251782689291,2019-10-02T01:53:15.847,5
T8EUC1BB014,1175424622,11,0,384,6154732,251782689291,2019-10-02T01:53:16.377,7
T8EUC8JC014,433004391,1,0,680,6154732,251782689291,2019-10-02T01:53:19.753,6
T8EUC85F014,-1902034311,11,0,1550,6154732,251782689291,2019-10-02T01:53:16.923,52
T8EUDAT8014,-316378914,11,0,1047,6154732,251782689291,2019-10-02T01:53:20.847,4
T8EUD7CM014,123681482,1,0,18,0,123456,2019-10-02T01:53:17.987,4
T8EUEA9N014,451576018,1,0,20,0,123456,2019-10-02T01:53:18.613,7
T8EUE5F0004,-317190526,8,0,800,6154732,251782689291,2019-10-02T01:53:28.160,72
T8EUEGYV004,-317190526,1,2,800,3820422,85971353635,2019-10-02T01:53:28.207,124
T8EUETH1004,907611778,8,0,1326,93623,561692980667,2019-10-02T01:54:57.357,194
T8EUESGD014,700070806,8,0,674,0,123456,2019-10-02T01:53:19.207,1
T8EUFRX5004,-317190526,8,0,800,93623,561692980667,2019-10-02T01:53:28.270,76
T8EUFHB1014,-1380454539,2,2,4501,93593,12472129,2019-10-02T01:53:20.283,2
T8EUFT55014,-1380454539,1,2,4501,3820502,178728640,2019-10-02T01:53:28.223,57
T8EUGDUZ014,41096897,11,0,687,6154732,251782689291,2019-10-02T01:53:20.300,5
T8EUHKX4014,-94254228,1,0,42,6154732,251782689291,2019-10-02T01:53:22.130,8
T8EUHZ8X014,-899808565,11,0,2217,6154732,251782689291,2019-10-02T01:53:22.067,4
T8EUJAV1014,563846786,1,0,15,0,123456,2019-10-02T01:53:22.707,8
T8EUJ4WX014,1976226930,11,0,837,6154732,251782689291,2019-10-02T01:53:22.707,13
T8EUJJJ5014,-1901914678,1,0,24,6154732,251782689291,2019-10-02T01:53:22.690,15
T8EUJ8M4014,64626565,11,0,628,6154732,251782689291,2019-10-02T01:53:23.253,6
T8EUJXHM004,907611778,11,1,441,3820422,85971353635,2019-10-02T01:54:57.403,216
T8EUJZR7004,-317190526,11,1,33,3820422,85971353635,2019-10-02T01:53:28.283,116
T8EUJ63D014,-1,8,0,924,62073,251782689291,2019-10-02T01:53:25.880,8
T8EUK46D014,519956371,11,0,564,6154732,251782689291,2019-10-02T01:53:23.800,13
T8EUKMXF014,2063018885,8,0,220,0,123456,2019-10-02T01:53:23.800,2
T8EUMHD5004,-317190526,11,1,97,3820422,85971353635,2019-10-02T01:53:33.037,130
T8EUTRT7014,-1747092895,11,1,894,3820422,85971353635,2019-10-02T01:53:33.020,80
T8EUVE27014,2130789544,8,0,10808,62073,251782689291,2019-10-02T01:54:05.837,270
T8EUXA20014,-316378914,11,0,1047,6154732,251782689291,2019-10-02T01:53:34.143,2
T8EUXFZ7014,232293513,8,0,43,0,123456,2019-10-02T01:53:34.160,2
T8EUYHKC004,907611778,8,0,651,6154732,251782689291,2019-10-02T01:54:57.450,256
T8EUYZ13014,1314996151,11,1,1720,3820422,85971353635,2019-10-02T01:53:55.917,69
T8EUYM4V014,-85168226,1,0,6569,6154732,251782689291,2019-10-02T01:53:35.270,40
T8EUYR21014,-402929766,1,0,19,6154732,251782689291,2019-10-02T01:53:37.897,6
T8EUYS4S014,-736266100,8,0,327,0,123456,2019-10-02T01:53:35.253,2
T8EUZY4N014,-2125961354,1,0,985,6154732,251782689291,2019-10-02T01:53:35.270,60
T8EV0C0V014,-811573680,1,0,542,0,123456,2019-10-02T01:53:36.847,8
T8EV0Y8U014,-11653382,8,0,2738,0,123456,2019-10-02T01:53:36.847,2
T8EV1YPG014,-25244194,8,0,1050,779763,270748224244,2019-10-02T01:53:40.053,10
T8EV1ARB014,1067896219,11,0,1051,6154732,251782689291,2019-10-02T01:54:01.010,37
T8EV27GG014,1633018222,11,0,797,6154732,251782689291,2019-10-02T01:53:38.960,12
T8EV2JGU014,1740009170,11,1,767,3820422,85971353635,2019-10-02T01:53:39.490,173
T8EV3KN9014,404920969,11,0,380,6154732,251782689291,2019-10-02T01:53:40.070,3
T8EV3KV5014,-871414158,11,1,350,3820422,85971353635,2019-10-02T01:53:40.070,35
T8EV3T9N004,907611778,1,2,659,3820422,85971353635,2019-10-02T01:56:23.643,132
T8EV43T9014,-697744273,8,0,210,0,123456,2019-10-02T01:53:40.617,2
T8EV4YNJ004,907611778,8,0,659,93623,561692980667,2019-10-02T01:56:23.677,175
T8EV486R014,-125684094,8,0,374,1335343,180315393294,2019-10-02T01:53:41.193,10
T8EV570A004,907611778,8,0,1188,6154732,251782689291,2019-10-02T01:56:25.847,188
T8EV5S73014,2116325832,1,2,232,3820422,85971353635,2019-10-02T02:15:37.700,359
T8EV5970004,907611778,1,2,1188,3820422,85971353635,2019-10-02T01:56:25.863,137
T8EV56Z6014,1722654086,1,2,1248,3820422,85971353635,2019-10-02T01:53:55.930,90
T8EV6TWD014,-1260022406,1,0,30,6154732,251782689291,2019-10-02T01:53:43.333,24
T8EV7PDN014,1705504623,2,1,31,93593,12472129,2019-10-02T01:53:43.630,2
T8EV74B8014,1705504623,11,1,31,3820422,85971353635,2019-10-02T01:53:55.963,53
T8EV8DTT004,907611778,1,2,659,3820422,85971353635,2019-10-02T01:56:45.143,112
T8EV9ZTC004,907611778,11,1,395,3820422,85971353635,2019-10-02T01:56:45.207,107
T8EV9WT8014,203351857,8,0,908,0,123456,2019-10-02T01:53:45.960,2
T8EVBCX1004,907611778,8,0,1177,6154732,251782689291,2019-10-02T01:56:48.503,176
T8EVBBE0004,907611778,1,2,1177,3820422,85971353635,2019-10-02T01:56:54.223,180
T8EVCC9C004,907611778,8,0,1177,93623,561692980667,2019-10-02T01:56:55.930,215
T8EVC9DZ004,907611778,8,0,666,6154732,251782689291,2019-10-02T01:57:05.587,247
T8EVCJT2014,-141843821,11,1,427,3820422,85971353635,2019-10-02T02:22:26.633,253
T8EVDZXY014,2041650582,11,0,327,6154732,251782689291,2019-10-02T01:53:52.320,14
T8EVDU3V014,856516226,11,1,343,3820422,85971353635,2019-10-02T01:53:55.963,55
T8EVE9KD014,-250016126,1,0,934,93613,1269791,2019-10-02T01:53:50.680,2
T8EVFR00014,958452819,21,1,310,63273,178731716,2019-10-02T02:12:16.447,625
