RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T8C7832H004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:09:11.660,306
T8C78N1U014,822159725,11,0,266,6154732,251782689291,2019-10-02T01:08:56.863,4
T8C78JDD004,1696075394,8,0,440,6154732,251782689291,2019-10-02T01:09:28.477,349
T8C78GES004,1696075394,8,0,432,93623,561692980667,2019-10-02T01:09:28.507,43
T8C781MC004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:09:11.660,106
T8C79RNV004,1696075394,1,2,440,3820422,85971353635,2019-10-02T01:09:49.870,120
T8C790X5004,907611778,8,0,373,93623,561692980667,2019-10-02T01:09:11.677,9
T8C79UE4004,-317190526,11,1,51,3820422,85971353635,2019-10-02T01:11:34.360,115
T8C79WG2004,1696075394,8,0,440,93623,561692980667,2019-10-02T01:09:49.887,36
T8C79KUS004,890834562,11,1,21,3820422,85971353635,2019-10-02T02:20:43.060,162
T8C7ATTV014,187330075,1,0,295,6154732,251782689291,2019-10-02T01:08:58.973,8
T8C7BPFB014,-1234387800,11,1,28,3820422,85971353635,2019-10-02T01:08:59.503,20
T8C7B4NG004,-317190526,8,0,309,6154732,251782689291,2019-10-02T01:11:14.637,391
T8C7BN3H014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:15:55.137,22
T8C7BRCY004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:21:06.970,217
T8C7BC0W004,-317190526,1,2,309,3820422,85971353635,2019-10-02T01:11:54.253,124
T8C7CH95014,-1499485255,11,1,573,3820422,85971353635,2019-10-02T01:09:02.677,10
T8C7C8N4004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:21:31.833,186
T8C7CS9J004,-317190526,8,0,309,93623,561692980667,2019-10-02T01:15:41.487,9
T8C7C98C014,374837981,11,0,738,6154732,251782689291,2019-10-02T01:09:00.567,5
T8C7C4D3004,1696075394,8,0,432,6154732,251782689291,2019-10-02T01:09:49.887,393
T8C7CS5F004,890834562,8,0,282,93623,561692980667,2019-10-02T02:21:38.177,53
T8C7CK1C004,1696075394,1,2,432,3820422,85971353635,2019-10-02T01:09:58.670,108
T8C7CAXD014,-11653382,11,0,2738,6154732,251782689291,2019-10-02T01:09:01.113,4
T8C7DHN0004,1696075394,8,0,432,93623,561692980667,2019-10-02T01:09:58.670,52
T8C7D6BV004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:09:11.693,89
T8C7DVZ7004,1696075394,11,1,83,3820422,85971353635,2019-10-02T01:09:58.687,108
T8C7EVW3014,-482849151,2,1,793,93593,12472129,2019-10-02T01:09:02.770,5
T8C7ENE5014,-482849151,11,1,793,3820422,85971353635,2019-10-02T01:09:11.647,92
T8C7EVU4014,63505285,8,0,328,0,123456,2019-10-02T01:09:03.207,2
T8C7F3D6004,1696075394,8,0,438,6154732,251782689291,2019-10-02T01:09:58.700,455
T8C7FN07004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:09:28.490,362
T8C7FDBY004,1696075394,1,2,438,3820422,85971353635,2019-10-02T01:10:03.437,130
T8C7GG7C004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:09:28.520,124
T8C7GUYX004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:22:06.553,170
T8C7GZ0F004,-317190526,11,1,51,3820422,85971353635,2019-10-02T01:15:52.553,138
T8C7G0YG004,1696075394,8,0,438,93623,561692980667,2019-10-02T01:10:03.450,70
T8C7JT7A004,-317190526,1,2,309,3820422,85971353635,2019-10-02T01:16:10.867,136
T8C7JDGK014,-1725110381,11,0,188,62063,251782689291,2019-10-02T03:49:45.937,11
T8C7S5AB014,-665678183,1,0,1420,6154732,251782689291,2019-10-02T01:09:21.130,135
T8C7S2NX014,-1725110381,11,0,248,62063,251782689291,2019-10-02T03:53:41.963,13
T8C7UC4J004,1696075394,11,1,83,3820422,85971353635,2019-10-02T01:10:03.420,112
T8C7USUC004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:09:28.520,109
T8C7VF02014,917240992,1,0,473,6154732,251782689291,2019-10-02T01:09:15.817,9
T8C7WB3B014,-799294411,8,0,252,1335343,180315393294,2019-10-02T01:09:16.880,3
T8C7XS1A014,-2004679982,11,1,59,3820422,85971353635,2019-10-02T01:09:21.147,48
T8C7YYTV014,-1864752962,2,1,28,93593,12472129,2019-10-02T01:09:18.863,2
T8C7YCYK014,-1864752962,11,1,28,3820422,85971353635,2019-10-02T01:09:21.147,42
T8C7Z4SC014,-1923936891,11,0,786,6154732,251782689291,2019-10-02T01:09:20.507,2
T8C80N8Y014,651570835,8,0,1187,0,123456,2019-10-02T01:09:20.520,2
T8C82ZGR014,530962838,11,0,442,62063,251782689291,2019-10-02T01:55:02.950,18
T8C83KV0014,1258972802,1,0,19,1280213,228942850764,2019-10-02T01:09:24.270,5
T8C88MH9014,1515846859,11,0,1387,6154732,251782689291,2019-10-02T02:21:38.130,3
T8C88V0T014,79674244,8,0,746,1335343,180315393294,2019-10-02T01:09:30.897,10
T8C88CGX014,1840325237,11,0,1225,6154732,251782689291,2019-10-02T01:09:29.117,69
T8C88SSM014,220590538,11,0,512,6154732,251782689291,2019-10-02T01:09:29.100,6
T8C88FT8014,779897393,11,1,693,3820422,85971353635,2019-10-02T01:09:29.100,30
T8C89TP8014,16229498,11,1,384,3820422,85971353635,2019-10-02T01:09:29.663,33
T8C8AYGX014,101060997,8,0,404,0,123456,2019-10-02T01:09:30.227,1
T8C8AG4E014,-1725110381,11,0,193,62063,251782689291,2019-10-02T03:54:57.013,10
T8C8BT3Y014,-895113323,8,0,1290,0,123456,2019-10-02T01:09:32.023,1
T8C8E3VN014,2130789544,8,0,10268,62073,251782689291,2019-10-02T01:09:49.857,290
T8C8EXVZ014,404491906,1,3,204,6154732,251782689291,2019-10-02T01:09:35.273,102
T8C8F3FS014,688654924,2,1,15,93593,12472129,2019-10-02T01:09:35.490,2
T8C8FEV6014,688654924,11,1,15,3820422,85971353635,2019-10-02T01:09:49.857,25
T8C8FKJG014,1740370634,1,0,23,0,123456,2019-10-02T01:09:35.803,7
T8C8NU7B014,1787475410,8,0,2511,62073,251782689291,2019-10-02T01:09:56.373,20
T8C8P905014,-1838318962,1,3,25,3044012,1065365425,2019-10-02T01:09:43.040,7
T8C8R5VN014,-1693563684,8,0,499,0,123456,2019-10-02T01:09:43.570,2
T8C91KGP014,-678596157,11,0,414,62063,251782689291,2019-10-02T01:55:03.170,12
T8C91S4F014,101060997,8,0,408,0,123456,2019-10-02T01:09:54.123,1
T8C95BC8014,693605085,8,0,729,0,123456,2019-10-02T01:09:57.997,2
T8C96BZA014,-1207720041,1,3,376,6154732,251782689291,2019-10-02T01:09:58.653,98
T8C9EBRE014,653386428,11,1,418,3820422,85971353635,2019-10-02T01:10:06.593,31
T8C9FA4X014,213831862,1,0,22,6154732,251782689291,2019-10-02T01:10:08.153,16
T8C9G20R014,-1733351830,11,1,15,3820422,85971353635,2019-10-02T01:10:08.700,25
T8C9GPKX014,404824706,1,2,1170,3820422,85971353635,2019-10-02T01:10:09.450,44
T8C9G96G014,-406984367,11,0,250,6154732,251782689291,2019-10-02T01:10:09.360,3
T8C9HVV9014,1745885846,11,1,8,3820422,85971353635,2019-10-02T01:10:11.670,18
T8C9JTEA014,693971333,11,1,1049,3820422,85971353635,2019-10-02T01:10:11.093,47
T8C9KA2S014,-330370614,11,1,366,3820422,85971353635,2019-10-02T01:10:20.030,115
T8C9MMV4014,1817419910,8,0,66,0,123456,2019-10-02T01:10:12.937,3
T8C9MJPT014,1862063242,11,1,20,3820422,85971353635,2019-10-02T01:10:12.937,27
T8C9MDJD014,1271464837,11,1,361,3820422,85971353635,2019-10-02T01:10:12.890,42
T8C9NBR0014,37587726,1,2,947,3820422,85971353635,2019-10-02T01:10:30.013,45
T8C9PC64014,929494208,8,0,1448,1335343,180315393294,2019-10-02T01:10:14.763,16
T8C9SB5K014,-665678183,1,0,1384,6154732,251782689291,2019-10-02T01:10:30.013,130
T8C9SPEW014,67034471,11,0,69,6154732,251782689291,2019-10-02T01:10:18.983,3
T8C9UMM3014,-467624585,8,0,230,0,123456,2019-10-02T01:10:18.450,2
T8C9V4U0014,336246147,2,1,39,93593,12472129,2019-10-02T01:10:19.967,3
T8C9VKZY014,336246147,11,1,39,3820422,85971353635,2019-10-02T01:10:30.030,12
T8CAE86T014,67034471,1,0,69,6154732,251782689291,2019-10-02T01:10:40.643,7
T8CAEFUN014,-765974901,11,1,2167,3820422,85971353635,2019-10-02T01:10:43.800,67
T8CAGFM6014,-889526381,1,2,735,3820422,85971353635,2019-10-02T01:23:24.890,363
T8CAHH6W014,-544575037,11,0,292,62063,251782689291,2019-10-02T01:55:13.590,17
T8CAJZS3014,530962838,11,0,456,62063,251782689291,2019-10-02T01:56:21.177,19
T8CAJ7TS014,693605085,11,0,729,6154732,251782689291,2019-10-02T01:10:42.690,5
T8CAKSN5014,1547534913,1,0,1410,6154732,251782689291,2019-10-02T01:10:43.800,101
T8CAM5YP014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:16:13.510,17
T8CAN4CE014,-579544384,8,0,329,0,123456,2019-10-02T01:10:46.070,1
T8CATY8U014,-1838082614,8,0,792,2938612,3257319537,2019-10-02T01:10:49.730,7
T8CAUSRY014,-1024777871,8,0,820,0,123456,2019-10-02T01:10:51.293,2
T8CAVXNJ014,-525778506,11,1,412,3820422,85971353635,2019-10-02T01:11:01.920,40
T8CAV988014,1390119694,8,0,23251,779763,270748224244,2019-10-02T01:10:54.467,13
T8CAWJHR014,706877358,1,0,1536,6154732,251782689291,2019-10-02T01:10:52.870,105
T8CAXW68014,-1108982927,11,0,655,6154732,251782689291,2019-10-02T01:10:53.933,3
T8CAYYHJ014,-1631231080,11,0,452,6154732,251782689291,2019-10-02T01:10:54.997,9
T8CAZNCM014,2137804349,8,0,1834,0,123456,2019-10-02T01:10:55.560,9
T8CAZVXE014,391615197,11,0,727,6154732,251782689291,2019-10-02T01:10:56.090,5
T8CB0U9P014,1590914546,8,0,117,0,123456,2019-10-02T01:10:56.683,2
T8CB04TM014,-1838318962,1,3,21,3044012,1065365425,2019-10-02T01:10:56.670,12
T8CBBU5R014,-372266542,8,0,804,779763,270748224244,2019-10-02T01:11:10.933,12
T8CBCTTG014,-872588928,8,0,409,62073,251782689291,2019-10-02T01:11:08.730,4
T8CBJ90X014,1862063242,2,1,20,93593,12472129,2019-10-02T01:11:14.387,2
T8CBU8H8014,79674244,8,0,734,1335343,180315393294,2019-10-02T01:11:25.060,11
T8CBY8VN014,-1763940987,1,0,774,6154732,251782689291,2019-10-02T01:11:26.687,10
T8CC0U12014,844600029,11,0,729,6154732,251782689291,2019-10-02T01:11:29.373,6
T8CC146M014,123675346,1,2,1008,3820422,85971353635,2019-10-02T01:31:28.480,400
T8CC2HRD014,-665678183,1,0,1402,6154732,251782689291,2019-10-02T01:11:34.343,200
T8CC2W7B014,169496176,11,1,530,3820422,85971353635,2019-10-02T01:11:34.343,52
T8CC31AG014,-467624585,8,0,230,0,123456,2019-10-02T01:11:32.123,1
T8CC46DT014,1659963082,1,0,20,0,123456,2019-10-02T01:11:32.670,3
T8CCA74H014,303989096,1,0,2592,6154732,251782689291,2019-10-02T01:11:39.030,16
T8CCE5S4014,-1076574905,11,1,326,3820422,85971353635,2019-10-02T01:27:48.447,473
T8CCF6XJ014,1793189541,11,1,736,3820422,85971353635,2019-10-02T01:31:28.493,512
T8CCH9NP014,-761906256,11,0,10245,6154732,251782689291,2019-10-02T01:11:50.503,7
T8CCHH8U014,43410535,1,0,402,0,123456,2019-10-02T01:11:46.300,5
T8CCJ4NX014,-1076574905,11,1,621,3820422,85971353635,2019-10-02T01:31:28.510,741
T8CCMGBN014,101060997,8,0,103,0,123456,2019-10-02T01:11:48.360,2
T8CCMX70014,-1725110381,11,0,238,62063,251782689291,2019-10-02T03:57:02.270,27
T8CCN26C014,1862063242,11,0,863,6154732,251782689291,2019-10-02T01:11:50.520,3
T8CCP615014,1040377285,8,0,648,1335343,180315393294,2019-10-02T01:11:50.503,5
T8CCRAJJ014,1740009170,11,1,805,3820422,85971353635,2019-10-02T01:11:54.220,44
T8CCRZGK014,592941789,11,0,729,6154732,251782689291,2019-10-02T01:11:54.847,4
T8CCTJBP014,-153672097,1,0,911,6154732,251782689291,2019-10-02T01:58:49.170,730
T8CCU2HG004,-317190526,8,0,309,6154732,251782689291,2019-10-02T01:16:24.870,153
T8CCUXXV014,-1741773243,11,0,643,6154732,251782689291,2019-10-02T01:11:55.380,6
T8CCV27K004,-317190526,1,2,309,3820422,85971353635,2019-10-02T01:16:25.010,126
T8CCVT6P004,-317190526,8,0,309,93623,561692980667,2019-10-02T01:16:47.060,188
T8CCVTFC004,1696075394,8,0,439,93623,561692980667,2019-10-02T01:12:08.960,15
T8CCVHPX014,-1766022725,11,1,13,3820422,85971353635,2019-10-02T01:11:58.660,9
T8CCVX9V014,303039951,11,0,1530,6154732,251782689291,2019-10-02T01:11:55.927,63
T8CCWSHB014,-543575995,8,0,120,1536283,23135365657,2019-10-02T01:11:59.787,8
T8CCXGAS004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:12:08.910,115
T8CCXB7P004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:12:08.927,131
T8CCXZ1J004,907611778,8,0,373,93623,561692980667,2019-10-02T01:12:08.943,13
T8CCY7MF014,2130789544,8,0,10650,62073,251782689291,2019-10-02T01:12:18.397,170
T8CCZ1M4004,-317190526,11,1,51,3820422,85971353635,2019-10-02T01:16:47.077,103
T8CCZUXU004,1696075394,11,1,83,3820422,85971353635,2019-10-02T01:12:08.973,125
T8CCZ9DV004,890834562,11,1,20,3820422,85971353635,2019-10-02T02:24:07.003,177
T8CD11K4014,-1866945643,1,2,4002,3820502,178728640,2019-10-02T01:12:01.397,6
T8CD10G1004,890834562,8,0,240,6154732,251782689291,2019-10-02T02:24:15.180,309
T8CD1V3P004,1696075394,8,0,437,6154732,251782689291,2019-10-02T01:12:18.380,202
T8CD1VVA004,-317190526,8,0,309,6154732,251782689291,2019-10-02T01:16:47.093,165
T8CD1JNE014,822159725,11,0,14070,6154732,251782689291,2019-10-02T01:12:02.507,8
T8CD2B2P004,890834562,1,2,240,3820422,85971353635,2019-10-02T02:24:23.400,184
T8CD2KC0004,1696075394,1,2,437,3820422,85971353635,2019-10-02T01:12:18.397,125
T8CD2FDM004,-317190526,1,2,309,3820422,85971353635,2019-10-02T01:16:47.110,113
T8CD2YHF004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:12:18.367,135
T8CD2VZ4004,890834562,8,0,240,93623,561692980667,2019-10-02T02:24:45.617,22
T8CD2ARC004,-317190526,8,0,309,93623,561692980667,2019-10-02T01:16:47.123,187
T8CD2BXM004,1696075394,8,0,437,93623,561692980667,2019-10-02T01:12:41.040,55
T8CD41N6014,893690276,11,1,432,3820422,85971353635,2019-10-02T01:12:04.613,4
T8CD5VEF014,-246878006,8,0,1183,1335343,180315393294,2019-10-02T01:12:05.693,2
T8CD6N9G014,254448199,8,0,171,1335343,180315393294,2019-10-02T01:12:06.223,3
T8CD637C014,1681422746,11,0,588,6154732,251782689291,2019-10-02T01:12:06.770,9
T8CD7SZ0004,890834562,11,1,20,3820422,85971353635,2019-10-02T02:24:55.960,184
T8CD7KHN014,1658293006,1,2,2077,3820422,85971353635,2019-10-02T01:29:20.327,500
T8CD7ZMU004,1696075394,11,1,82,3820422,85971353635,2019-10-02T01:12:41.070,110
T8CD76BC014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:18:21.970,21
T8CD8J2G014,254448199,8,0,171,1335343,180315393294,2019-10-02T01:12:18.367,9
T8CDB2E6014,-1994377086,11,1,692,3820422,85971353635,2019-10-02T01:28:28.423,788
T8CDFM0T014,-1994377086,11,1,967,3820422,85971353635,2019-10-02T01:30:56.333,831
T8CDHC62014,37587726,1,2,1890,3820422,85971353635,2019-10-02T04:08:58.673,784
T8CDNMC6014,697561547,11,0,407,6154732,251782689291,2019-10-02T01:12:24.180,3
T8CDP1Z8014,37587726,1,2,1390,3820422,85971353635,2019-10-02T04:19:55.180,550
T8CDRM6U014,-1284316763,11,1,4043,3820422,85971353635,2019-10-02T01:12:23.553,79
T8CDSFPV014,-761906256,11,0,10245,6154732,251782689291,2019-10-02T01:12:27.367,6
T8CDURDF014,-1260022406,1,0,20,6154732,251782689291,2019-10-02T01:12:26.820,13
T8CDY68F014,-682896958,11,0,85,6154732,251782689291,2019-10-02T01:12:31.540,2
T8CE0WV7014,-49798083,11,0,130,6154732,251782689291,2019-10-02T01:12:32.600,2
T8CE0ERN014,478800745,11,0,450,6154732,251782689291,2019-10-02T01:12:34.697,3
T8CE0P40014,2130789544,8,0,11080,62073,251782689291,2019-10-02T01:12:41.057,177
T8CE0756014,570469269,11,0,672,6154732,251782689291,2019-10-02T01:12:32.617,3
T8CE0K9T014,-422350397,11,1,634,3820422,85971353635,2019-10-02T01:38:29.113,249
T8CE0WXP014,-1,8,0,1090,779763,270748224244,2019-10-02T01:12:35.807,10
T8CE209N014,169496176,11,1,530,3820422,85971353635,2019-10-02T01:12:34.727,38
T8CE2MUJ014,-718872107,8,0,4967,0,123456,2019-10-02T01:12:34.710,2
T8CE2V7M014,-85168226,1,0,5849,6154732,251782689291,2019-10-02T01:12:35.273,32
T8CE2WBK014,839739010,1,1,420,4032492,85971353635,2019-10-02T01:12:35.273,48
T8CE42NE004,1696075394,8,0,438,93623,561692980667,2019-10-02T01:12:41.057,88
T8CE4TXF014,57099375,1,2,1580,3820422,85971353635,2019-10-02T01:25:44.613,348
T8CE8SS2014,-1,8,0,1862,779763,270748224244,2019-10-02T01:12:43.667,10
T8CE8RXG014,1419930255,1,2,398,3820422,85971353635,2019-10-02T01:41:28.160,184
T8CE98TH004,1696075394,11,1,83,3820422,85971353635,2019-10-02T01:12:53.790,103
T8CE9WBC004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:12:53.743,104
T8CEA7BU014,57099375,1,2,1188,3820422,85971353635,2019-10-02T01:30:10.940,356
T8CEAYMG004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:25:07.590,256
T8CEBTF2004,1696075394,8,0,441,6154732,251782689291,2019-10-02T01:13:03.403,245
T8CEBM6A014,174680102,1,1,131,45203,28306955,2019-10-02T01:13:40.350,53
T8CEBX33004,1696075394,8,0,441,93623,561692980667,2019-10-02T01:13:09.200,60
T8CEB409004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:12:53.760,193
T8CECA0W004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:25:25.467,288
T8CECKFB004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:12:53.760,102
T8CEC2GV014,-1112757355,11,1,322,3820422,85971353635,2019-10-02T01:12:47.837,11
T8CEC9R7004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:26:23.570,214
T8CEC9RB004,907611778,8,0,373,93623,561692980667,2019-10-02T01:13:03.373,60
T8CED4XC004,890834562,8,0,282,93623,561692980667,2019-10-02T02:26:28.480,33
T8CEDJEH014,-201241448,8,0,482,0,123456,2019-10-02T01:12:45.743,2
T8CEEPZK014,697561547,11,0,407,6154732,251782689291,2019-10-02T01:12:50.027,3
T8CEEUXX014,601523337,8,0,413,779763,270748224244,2019-10-02T01:12:50.040,10
T8CEFJVG014,213831862,1,0,21,6154732,251782689291,2019-10-02T01:12:47.853,20
T8CEFR9D014,592941789,11,0,738,6154732,251782689291,2019-10-02T01:12:48.400,4
T8CEGST6014,-153672097,1,0,851,6154732,251782689291,2019-10-02T02:44:29.683,900
T8CEGM4Y004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:26:32.480,243
T8CEJ9P9014,2126430885,11,0,312,6154732,251782689291,2019-10-02T01:12:51.087,2
T8CEMNNP014,2130789544,8,0,10967,62073,251782689291,2019-10-02T01:12:53.777,184
T8CEN2D2014,-1725110381,11,0,184,62063,251782689291,2019-10-02T03:57:10.070,10
T8CENEVR014,110703737,11,0,665,6154732,251782689291,2019-10-02T01:12:54.323,7
T8CENVPZ004,1696075394,8,0,438,93623,561692980667,2019-10-02T01:13:09.217,61
T8CEPSEG014,1862063242,11,0,997,6154732,251782689291,2019-10-02T01:12:54.853,65
T8CERXR4014,801755555,11,0,113,6154732,251782689291,2019-10-02T01:12:57.980,10
T8CESKJ3004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:26:53.247,245
T8CESUCC004,907611778,8,0,373,93623,561692980667,2019-10-02T01:13:03.390,60
T8CESYAN004,890834562,8,0,282,93623,561692980667,2019-10-02T02:27:57.477,69
T8CETC7V004,1696075394,11,1,83,3820422,85971353635,2019-10-02T01:13:09.250,119
T8CEVFCS014,-49798083,11,0,166,6154732,251782689291,2019-10-02T01:13:00.090,2
T8CEWJHW014,-919026298,1,2,1662,3820422,85971353635,2019-10-02T01:22:20.773,353
T8CEW3A3004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:13:03.420,101
T8CEXD3T004,1696075394,8,0,15470,6154732,251782689291,2019-10-02T01:13:14.593,313
T8CEX0GM004,1696075394,1,2,15470,3820422,85971353635,2019-10-02T01:13:14.610,195
T8CEX4GA014,893690276,11,1,187,3820422,85971353635,2019-10-02T01:13:02.217,2
T8CEYB2N004,1696075394,8,0,15470,93623,561692980667,2019-10-02T01:13:40.333,30
T8CEYN8H004,890834562,8,0,281,6154732,251782689291,2019-10-02T02:28:11.693,148
T8CEYC4V004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:13:09.217,130
T8CEZZ54004,890834562,1,2,281,3820422,85971353635,2019-10-02T02:28:18.680,196
T8CEZMBP014,-1501103413,11,0,616,6154732,251782689291,2019-10-02T01:13:03.373,5
T8CEZSD9004,907611778,8,0,373,93623,561692980667,2019-10-02T01:13:09.233,54
T8CEZM75004,890834562,8,0,281,93623,561692980667,2019-10-02T02:28:18.697,48
T8CEZXS2014,-919026298,1,2,1879,3820422,85971353635,2019-10-02T01:25:44.630,339
T8CF2NCS014,2119585234,8,0,1015,0,123456,2019-10-02T01:13:06.560,2
T8CF3EV6004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:13:14.577,125
T8CF3H5X004,890834562,11,1,36,3820422,85971353635,2019-10-02T02:29:24.000,195
T8CF4ECS004,1696075394,1,1,54,3042692,3979571,2019-10-02T01:13:40.350,29
T8CF500H004,890834562,8,0,240,6154732,251782689291,2019-10-02T02:29:27.827,216
T8CF5G19004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:13:14.593,150
T8CF5M1U004,890834562,1,2,240,3820422,85971353635,2019-10-02T02:29:39.467,188
T8CF5DH0004,907611778,8,0,373,93623,561692980667,2019-10-02T01:13:14.623,53
T8CF622Z004,890834562,8,0,240,93623,561692980667,2019-10-02T02:29:54.860,9
T8CF667S014,517170072,8,0,613,0,123456,2019-10-02T01:13:10.297,2
T8CF6B0F014,79674244,8,0,763,1335343,180315393294,2019-10-02T01:13:12.903,11
T8CF7ZEK014,1177024871,11,0,669,6154732,251782689291,2019-10-02T01:13:12.357,7
T8CF83B8014,582734282,1,1,96,3820502,178728640,2019-10-02T01:13:12.903,6
T8CF89G1014,950902918,8,0,2872,779763,270748224244,2019-10-02T01:13:15.187,9
T8CF8ZBM014,126068118,11,1,287,3820422,85971353635,2019-10-02T01:35:56.963,760
T8CF9TVC014,-1024777871,8,0,820,0,123456,2019-10-02T01:13:13.983,2
T8CFAPK5004,1696075394,11,1,226,3820422,85971353635,2019-10-02T01:13:40.350,115
T8CFAXYT014,-895113323,8,0,1290,0,123456,2019-10-02T01:13:15.187,5
T8CFBXNS014,187330075,1,0,185,6154732,251782689291,2019-10-02T01:13:15.717,12
T8CFB5AP014,-2054031413,11,1,263,3820422,85971353635,2019-10-02T01:13:16.263,34
T8CFB236014,2116325832,1,2,573,3820422,85971353635,2019-10-02T01:49:26.670,242
T8CFCZXF004,1696075394,11,1,227,3820422,85971353635,2019-10-02T01:13:46.960,123
T8CFD945014,2038266741,8,0,1532,1335343,180315393294,2019-10-02T01:13:17.830,7
T8CFE7M0014,-697464050,1,2,677,3820422,85971353635,2019-10-02T01:44:21.577,278
T8CFEGNB014,-1938260526,1,0,26,6154732,251782689291,2019-10-02T01:13:18.893,18
T8CFE6B4014,56566482,1,0,246,6154732,251782689291,2019-10-02T01:13:18.893,16
T8CFFE66004,1696075394,11,1,261,3820422,85971353635,2019-10-02T01:13:46.973,134
T8CFGWSD014,43410535,8,0,402,0,123456,2019-10-02T01:13:21.083,1
T8CFJ577014,1319554459,11,0,451,6154732,251782689291,2019-10-02T01:13:22.723,8
T8CFKMA2014,-697464050,1,2,1387,3820422,85971353635,2019-10-02T01:46:46.273,282
T8CFKB3W014,-153672097,1,0,901,6154732,251782689291,2019-10-02T02:52:16.187,788
T8CFN10W014,1888260467,1,0,2772,6154732,251782689291,2019-10-02T01:13:25.317,18
T8CFN93C014,1314996151,11,1,463,3820422,85971353635,2019-10-02T01:13:25.863,37
T8CFNU74014,57099375,1,2,1231,3820422,85971353635,2019-10-02T01:34:55.873,270
T8CFS5FP014,995949551,1,0,1541,6154732,251782689291,2019-10-02T01:13:28.457,96
T8CFTZE1014,-372266542,8,0,804,779763,270748224244,2019-10-02T01:13:32.613,12
T8CFUHG7014,2130789544,8,0,10903,62073,251782689291,2019-10-02T01:13:40.317,169
T8CFVZEE014,-1725110381,11,0,214,62063,251782689291,2019-10-02T03:58:02.560,10
T8CFW6SY014,1515357259,8,0,1201,779763,270748224244,2019-10-02T01:13:34.757,13
T8CFW2VG014,-49798083,11,0,339,6154732,251782689291,2019-10-02T01:13:32.630,3
T8CFXNXT014,2062648232,11,0,9146,6154732,251782689291,2019-10-02T01:13:33.677,26
T8CFXA9Z014,-1725110381,11,0,187,62063,251782689291,2019-10-02T04:01:16.727,11
T8CFYH4D014,-335996539,11,0,451,6154732,251782689291,2019-10-02T01:13:34.223,7
T8CFZN5H014,127480953,1,2,83,3820422,85971353635,2019-10-02T01:13:35.927,25
T8CG10F4014,1819243978,11,1,394,3820422,85971353635,2019-10-02T01:13:37.553,29
T8CG2D2T014,2056911818,1,0,20,0,123456,2019-10-02T01:13:38.677,5
T8CG3FGX014,1658293006,1,2,1772,3820422,85971353635,2019-10-02T01:34:55.890,342
T8CG4307014,517170072,8,0,613,0,123456,2019-10-02T01:13:41.007,2
T8CG4DBE014,-1108982927,11,0,648,6154732,251782689291,2019-10-02T01:13:40.990,5
T8CG4E09014,1281542305,11,0,502,6154732,251782689291,2019-10-02T01:13:41.020,7
T8CG4NB3014,1100848788,11,1,578,3820422,85971353635,2019-10-02T01:13:43.723,6
T8CG5FKW014,1325589957,8,0,1173,0,123456,2019-10-02T01:13:42.113,4
T8CG6F7E014,43410535,8,0,402,0,123456,2019-10-02T01:13:43.177,7
T8CG75K2014,1157777519,2,1,15,93593,12472129,2019-10-02T01:13:44.130,1
T8CG7NXC014,1157777519,11,1,15,3820422,85971353635,2019-10-02T01:13:46.943,36
T8CG975K014,1118675078,1,0,701,6154732,251782689291,2019-10-02T01:13:48.037,4
T8CG9VV1014,-327010686,8,0,1223,1335343,180315393294,2019-10-02T01:13:46.350,1
T8CG99XC014,-1024777871,8,0,820,2938612,3257319537,2019-10-02T01:13:46.350,3
T8CGAKP4014,-482849151,11,1,424,3820422,85971353635,2019-10-02T01:13:46.943,63
T8CGFEPM014,1297007921,11,0,1552,6154732,251782689291,2019-10-02T01:13:51.693,12
T8CGGGTZ014,102951304,11,0,591,6154732,251782689291,2019-10-02T01:13:52.977,4
T8CGHKYC004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:14:10.493,248
T8CGHKYS004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:30:07.970,427
